Point_ID,Latitude,Longitude,Elevation,Slope,Aspect,Curvature,TRI,TPI,Annual_Precipitation,Monsoon_Precipitation,Max_Daily_Precipitation,Antecedent_Rainfall_7d,Antecedent_Rainfall_15d,Antecedent_Rainfall_30d,Mean_Temperature,Min_Temperature,Max_Temperature,Temperature_Range,Lithology,Fault_Density,Distance_to_Fault,NDVI,Land_Use,Forest_Cover,Distance_to_Road,Road_Density,Slope_Precipitation,Elevation_Slope,Aspect_Relief,Susceptibility_Score,Susceptibility_Class
P_000103,31.869538,69.217209,4168.14,7.61,111.65,-0.2167,21.62,-9.11,4000.0,2506.4,127.7,65.4,195.5,709.2,15.8,9.0,22.6,13.6,3,0.235,5194.7,0.791,1,0.34,661.7,1.915,30.45,3.59,-0.2014,3.83,2
P_000104,9.31911,92.523163,8062.6,25.77,46.06,0.0885,49.9,8.79,2863.6,1920.6,119.4,37.0,749.4,132.1,33.6,30.6,36.6,6.1,6,0.38,1299.7,0.687,1,0.57,676.0,1.03,73.81,23.49,0.0637,4.26,3
P_000105,28.649839,84.818897,787.5,17.76,59.91,-0.0689,20.85,7.89,517.8,444.1,6.8,83.4,30.6,488.0,32.2,25.3,39.0,13.7,3,1.312,1472.1,0.904,5,0.154,2121.4,1.094,9.2,1.58,-0.0596,3.38,2
P_000106,35.772241,93.163458,18.94,7.18,294.68,0.1263,30.32,-16.64,545.0,474.9,35.0,62.5,1199.4,272.1,10.4,2.7,18.0,15.3,7,0.75,3107.8,0.374,1,0.28,52.6,0.684,3.91,0.02,-0.1148,3.6,2
P_000107,22.576554,82.262528,1519.99,4.9,57.19,0.008,9.78,6.12,1130.5,730.5,78.9,153.8,54.2,136.2,33.1,22.4,43.9,21.5,5,0.043,1083.5,0.439,2,0.394,391.0,0.912,5.54,0.84,0.0067,1.78,1
P_000108,34.328827,78.532487,2540.72,10.42,164.14,0.2186,17.22,10.56,2300.7,2051.9,15.5,125.9,100.3,452.1,19.3,6.8,31.7,24.9,6,1.523,3603.3,0.768,2,0.002,703.3,0.372,23.97,2.99,0.0597,4.3,3
P_000109,20.294729,78.455455,7065.09,11.14,205.96,-0.1056,42.65,-3.23,1501.8,1097.2,17.5,5.1,133.6,175.7,12.5,3.1,22.0,18.9,6,0.14,101.4,0.899,1,0.517,752.1,0.446,16.72,8.89,0.0462,1.5,1
P_000110,16.643209,69.016884,329.62,0.4,266.08,0.1027,21.59,-6.31,724.0,545.8,62.4,32.0,25.9,324.8,14.8,7.9,21.7,13.8,5,0.341,1936.6,0.779,3,0.563,873.6,0.037,0.29,0.01,-0.1025,-0.75,0
P_000111,33.871248,68.89271,6621.81,21.33,343.12,0.0128,21.39,-5.91,481.7,302.1,41.4,65.2,22.1,379.2,27.1,17.0,37.3,20.3,8,0.263,6118.3,0.479,2,0.089,110.7,0.977,10.28,15.96,-0.0037,3.75,2
P_000112,16.983173,96.167626,1042.83,47.64,32.76,0.0788,21.7,4.61,3166.0,2460.3,49.7,186.7,70.4,174.9,32.2,20.7,43.7,23.0,8,1.161,272.5,0.427,3,0.173,1622.9,0.075,150.83,5.62,0.0426,7.39,4
P_000113,30.52628,86.149553,3620.1,4.4,309.5,0.0437,30.48,18.33,114.6,85.0,10.8,23.4,216.5,968.8,17.1,12.5,21.7,9.2,5,1.025,2759.2,0.503,2,0.07,144.5,0.095,0.5,1.8,-0.0337,1.51,1
P_000114,18.371576,76.431572,5439.49,34.96,346.42,0.0993,26.26,4.51,280.3,212.3,40.5,135.7,49.7,183.7,15.9,3.8,28.0,24.2,3,0.703,2779.1,0.923,6,0.041,1860.6,0.421,9.8,21.49,-0.0233,4.59,3
P_000115,19.088573,95.102184,3823.37,11.61,160.6,-0.1156,2.4,25.41,2565.0,1880.9,44.5,15.0,0.7,112.6,26.1,22.6,29.6,7.0,8,0.121,457.8,0.658,1,0.498,578.8,0.177,29.78,5.02,-0.0384,2.62,2
P_000116,31.161934,75.055756,6418.45,1.06,343.84,-0.0079,9.65,1.58,4000.0,2973.5,65.0,46.3,40.8,234.1,10.0,-2.3,22.3,24.6,1,0.445,1969.5,0.802,1,0.34,711.3,1.094,4.25,0.77,0.0022,2.44,1
P_000117,28.11898,79.444243,3295.61,9.12,63.73,-0.1397,42.62,13.78,1695.4,1327.8,22.6,23.6,299.4,266.5,11.7,7.3,16.2,8.9,2,0.751,520.1,0.154,5,0.116,815.9,0.527,15.47,3.4,-0.1253,3.36,2
P_000118,12.468196,86.749518,1616.1,20.83,122.07,-0.01,20.39,0.46,1465.1,978.8,79.3,99.6,177.1,174.5,19.5,11.0,27.9,16.9,3,0.599,1137.3,0.683,4,0.19,1281.7,0.044,30.51,3.8,-0.0085,4.5,3
P_000119,14.379743,68.25563,6336.3,6.33,283.19,0.1034,6.53,-5.21,228.5,160.5,26.3,42.9,288.5,40.8,15.5,4.7,26.4,21.7,1,1.427,8583.2,0.707,3,0.218,1222.9,0.431,1.45,4.54,-0.1006,2.66,2
P_000120,33.802325,88.308884,1784.64,8.43,177.86,0.039,25.31,-7.34,31.2,27.3,95.5,74.3,52.0,51.9,15.9,10.8,21.0,10.1,4,1.697,1711.1,0.571,2,0.38,885.3,1.1,0.26,1.7,0.0015,1.8,1
P_000121,35.196989,69.555223,4432.58,7.05,225.31,-0.0667,27.84,8.93,1480.2,947.8,84.1,93.2,597.3,165.9,8.2,0.7,15.8,15.1,1,1.745,78.9,0.442,3,0.132,597.3,0.392,10.43,3.53,0.0474,2.37,1
P_000122,10.906724,95.03269,3313.9,1.26,139.42,0.0341,34.73,25.05,68.5,46.9,85.5,8.3,386.9,38.6,30.0,23.9,36.1,12.2,5,0.083,136.9,0.652,3,0.171,642.1,0.268,0.09,0.47,0.0222,1.31,1
P_000123,32.422815,74.670013,50.62,15.8,72.89,0.2464,13.75,-1.09,1513.9,1178.5,19.6,2.6,277.4,96.7,30.0,23.3,36.7,13.4,4,1.032,3984.7,0.563,1,0.472,414.7,0.57,23.93,0.09,0.2354,4.25,3
P_000124,14.478964,70.344557,7741.41,29.36,145.29,-0.0616,35.12,11.43,454.1,343.8,33.2,43.7,444.1,72.6,9.5,1.2,17.8,16.5,5,0.108,990.9,0.557,2,0.52,612.4,0.421,13.33,25.69,-0.0351,2.4,1
P_000125,33.48223,78.349771,2653.39,3.61,13.6,0.1664,2.15,3.85,1296.5,1016.9,94.6,65.4,408.7,178.2,32.8,23.3,42.3,19.0,2,0.415,1523.0,0.94,6,0.133,1127.2,0.221,4.68,1.08,0.0391,3.52,2
P_000126,35.847317,75.356414,7741.8,38.67,241.35,0.0147,46.56,5.3,1456.0,891.9,118.7,66.3,123.4,334.3,9.5,2.3,16.7,14.4,7,0.008,637.4,0.411,6,0.211,2579.0,0.747,56.3,33.84,-0.0129,5.37,3
P_000127,34.805174,88.659427,3259.38,18.73,14.5,0.0664,19.32,-11.68,28.0,17.9,53.2,162.1,888.0,170.1,23.0,11.1,34.9,23.7,2,0.632,2812.8,0.562,1,0.425,311.5,1.213,0.52,6.9,0.0166,2.95,2
P_000128,18.679621,69.320955,2656.41,11.36,146.96,-0.0649,40.96,-3.98,4000.0,2795.5,24.0,96.2,253.5,199.1,32.1,24.0,40.2,16.2,3,0.52,6106.9,0.931,5,0.195,1324.7,0.055,45.44,3.41,-0.0354,5.73,4
P_000129,30.890671,83.437587,2586.18,16.0,230.98,0.1857,43.83,-17.74,3160.9,2398.0,70.1,57.9,274.1,91.7,16.1,7.3,25.0,17.7,1,0.641,3610.1,0.906,1,0.758,371.0,1.151,50.57,4.68,-0.1443,7.34,4
P_000130,8.586308,87.452041,4152.21,6.39,310.47,-0.071,42.71,0.63,550.3,398.8,89.2,37.1,573.1,79.2,24.9,15.7,34.1,18.4,2,0.196,3601.2,0.55,1,0.058,2820.1,0.404,3.51,3.0,0.054,2.55,2
P_000131,25.40634,96.332161,5681.56,0.47,260.57,0.1764,49.51,8.63,114.0,91.3,16.7,102.2,187.1,66.6,11.2,2.5,19.9,17.4,1,0.154,3606.6,0.941,2,0.144,1499.0,0.13,0.05,0.3,-0.174,1.62,1
P_000132,8.719471,79.129444,1252.42,18.59,238.01,-0.0421,33.4,-15.6,673.3,493.1,3.4,51.3,289.5,986.9,17.4,10.7,24.1,13.5,6,1.43,621.4,0.829,3,0.027,327.7,0.131,12.52,2.63,0.0357,4.46,3
P_000133,20.350188,73.42802,6842.19,9.65,126.41,0.0088,18.05,1.76,1518.5,1319.7,116.0,39.8,609.2,10.1,16.3,4.8,27.8,22.9,2,0.159,720.9,0.555,3,0.058,307.2,0.081,14.65,7.46,0.0071,4.57,3
P_000134,11.299111,72.024501,2654.67,4.96,217.53,-0.0854,40.84,-7.93,337.7,300.5,0.4,211.8,44.6,1177.1,15.3,8.4,22.2,13.8,6,0.443,765.3,0.754,3,0.056,220.2,0.398,1.68,1.49,0.052,2.72,2
P_000135,9.96986,71.13665,4502.54,9.38,342.57,-0.0751,47.24,4.94,728.3,514.8,147.0,92.4,173.1,105.5,6.4,-5.6,18.4,23.9,2,0.292,243.5,0.877,2,0.032,516.7,0.254,6.83,4.77,0.0225,2.3,1
P_000136,33.276889,78.530733,8419.79,43.87,52.16,-0.1125,8.87,-3.0,5.3,3.6,45.5,160.6,28.6,46.9,32.7,22.7,42.7,20.0,4,0.733,1120.2,0.918,2,0.542,2547.6,1.351,0.23,41.74,-0.0888,3.37,2
P_000137,20.559161,94.608217,3982.7,20.46,168.11,-0.0637,11.39,-3.33,1690.2,1320.9,58.3,33.2,131.3,18.2,29.5,17.1,41.9,24.8,3,0.006,372.2,0.284,4,0.166,788.5,0.08,34.58,9.21,-0.0131,5.01,3
P_000138,20.21455,92.347434,5222.56,3.2,209.2,-0.0127,25.3,-9.45,646.9,402.2,5.2,53.8,72.9,1039.0,16.3,6.2,26.3,20.2,4,0.609,602.5,0.431,1,0.407,987.2,1.942,2.07,1.89,0.0062,-0.12,0
P_000139,21.467684,91.707449,4492.87,10.27,334.95,0.0217,14.81,2.96,945.0,630.5,29.3,66.2,356.3,905.5,17.4,14.8,20.1,5.4,7,0.096,1945.1,0.701,2,0.079,410.0,0.557,9.71,5.22,-0.0092,2.44,1
P_000140,8.931473,71.868578,6073.02,3.58,308.73,-0.0897,30.49,5.73,1554.0,1079.0,88.3,92.5,98.6,326.3,22.3,18.1,26.5,8.3,3,0.21,1024.7,0.411,2,0.127,508.5,0.158,5.56,2.46,0.0699,3.5,2
P_000141,36.980719,76.942297,7826.03,16.92,122.73,0.1216,44.17,1.56,209.8,147.2,20.4,4.3,182.4,771.9,16.4,6.5,26.3,19.8,5,0.236,304.1,0.676,1,0.526,1822.2,0.405,3.55,14.96,0.1023,1.86,1
P_000142,32.691722,94.281373,4480.38,13.52,254.93,-0.0964,41.64,1.87,787.7,579.1,27.6,71.2,580.3,317.8,33.6,29.3,37.9,8.6,6,0.836,2273.4,0.457,1,0.689,565.7,0.826,10.65,6.85,0.0931,0.73,0
P_000143,15.638705,68.11395,4383.82,1.58,271.58,-0.0429,4.35,-17.05,405.4,338.2,8.2,104.2,498.8,455.6,29.3,25.7,32.9,7.2,2,1.125,2511.3,0.643,4,0.14,348.6,1.031,0.64,0.78,0.0429,2.47,1
P_000144,31.112642,82.934415,1156.74,3.63,236.24,0.1105,47.5,-3.78,1965.6,1402.0,77.7,43.3,36.6,13.6,16.6,5.0,28.1,23.1,2,0.116,7001.2,0.642,3,0.067,541.9,1.322,7.14,0.47,-0.0919,4.31,3
P_000145,34.411803,88.754618,7827.67,5.78,137.2,0.1537,24.08,14.14,614.3,550.3,86.1,57.1,259.9,125.6,8.0,2.0,14.0,12.0,3,0.008,3372.6,0.957,6,0.301,6579.5,0.497,3.55,5.11,0.1045,1.54,1
P_000146,31.059081,90.67063,3144.05,12.81,299.9,-0.09,11.65,-4.13,2830.9,1729.8,12.4,37.0,191.9,305.5,11.5,7.4,15.7,8.3,2,0.349,632.7,0.543,2,0.152,2631.2,0.151,36.26,4.55,0.078,3.66,2
P_000147,17.710852,81.463726,8203.64,34.75,32.36,-0.0014,5.33,-11.07,508.8,327.9,50.5,298.6,1144.8,188.2,23.0,11.9,34.0,22.1,1,0.585,1051.3,0.827,1,0.296,849.0,0.421,17.68,32.22,-0.0007,3.86,2
P_000148,29.60885,71.684632,919.08,18.58,75.18,-0.0373,15.34,-26.54,1479.6,1164.5,51.7,125.2,69.2,155.6,18.1,12.6,23.7,11.1,8,0.841,359.8,0.435,4,0.08,709.1,0.831,27.48,1.93,-0.0361,3.47,2
P_000149,11.242211,84.39338,2200.43,8.48,228.26,0.0092,12.85,-2.83,300.0,268.8,18.3,13.6,157.7,780.7,25.3,19.9,30.8,10.9,4,0.627,2604.7,0.88,5,0.001,254.9,0.324,2.54,2.11,-0.0069,2.83,2
P_000150,11.844883,79.457213,1567.29,6.78,134.45,0.034,2.59,-5.8,36.8,23.2,168.3,282.8,43.1,70.5,12.2,4.6,19.9,15.3,4,0.125,2826.3,0.748,4,0.373,180.0,0.022,0.25,1.2,0.0243,2.36,1
P_000151,21.167604,91.235087,6827.72,37.8,191.95,0.0193,38.92,-8.72,117.6,76.6,0.6,90.1,435.6,444.3,34.5,31.3,37.6,6.3,8,0.841,754.5,0.48,2,0.228,1656.0,1.394,4.44,29.17,-0.004,3.59,2
P_000152,30.889713,71.775639,719.16,0.32,226.35,-0.1652,31.22,-10.02,2095.7,1846.4,81.3,55.6,201.5,776.0,19.7,15.1,24.4,9.3,2,0.0,2533.4,0.692,2,0.441,69.4,1.13,0.66,0.03,0.1195,3.99,2
P_000153,28.062739,71.526927,575.53,55.26,245.22,0.1687,37.82,-6.9,1816.7,1350.5,28.1,1.1,522.2,369.8,11.1,-0.6,22.8,23.4,8,2.263,4143.8,0.64,7,0.071,1170.7,0.417,100.39,3.59,-0.1531,5.3,3
P_000154,10.247088,72.716221,3433.46,3.08,285.2,-0.0845,24.22,-1.74,114.3,73.0,13.7,196.3,517.0,700.1,15.0,9.8,20.2,10.4,4,0.64,10033.1,0.679,7,0.161,794.3,0.302,0.35,1.2,0.0815,0.92,0
P_000155,33.454992,70.900918,2280.48,20.9,34.2,-0.0988,31.13,-15.69,206.6,177.3,29.7,248.9,126.2,128.7,9.3,6.7,11.8,5.1,4,0.057,994.3,0.315,6,0.019,1062.2,0.042,4.32,5.39,-0.0555,3.42,2
P_000156,15.027565,90.436701,4677.81,39.46,154.35,-0.0148,48.96,10.71,3857.7,2695.5,108.5,188.1,47.3,391.6,7.2,-3.7,18.0,21.7,2,0.037,1022.4,0.74,1,0.268,698.0,0.207,152.22,20.86,-0.0064,7.64,4
P_000157,33.428585,83.762774,2108.15,28.57,200.6,0.1591,10.34,-14.92,2232.6,1643.2,64.8,10.0,100.8,1635.5,29.3,25.2,33.4,8.2,2,0.2,2101.7,0.779,2,0.014,3042.9,0.788,63.78,6.81,-0.056,8.42,4
P_000158,34.986299,80.421941,2932.18,56.74,310.84,0.0991,16.15,-23.91,193.7,171.9,25.9,208.2,42.0,317.5,5.7,-4.4,15.9,20.3,4,0.491,106.2,0.534,3,0.198,318.9,0.14,10.99,18.8,-0.075,4.91,3
P_000159,13.139072,93.318032,6571.68,16.16,146.47,0.0442,13.1,8.2,1707.2,1176.5,27.8,20.6,23.5,513.2,13.0,2.3,23.7,21.4,8,0.04,1281.2,0.481,2,0.123,396.8,1.283,27.58,12.0,0.0244,4.28,3
P_000160,25.788322,75.903404,2425.89,1.81,41.06,0.2008,17.38,5.71,129.9,111.1,46.0,324.0,221.8,77.0,19.2,10.2,28.2,18.0,1,0.008,277.2,0.852,3,0.504,13.8,0.04,0.23,0.5,0.1319,2.46,1
P_000161,18.927769,86.217296,4841.96,3.94,123.78,-0.0339,30.7,4.08,967.3,685.5,22.7,211.5,8.0,1768.6,24.9,15.6,34.2,18.6,1,0.465,1326.3,0.638,2,0.019,1213.5,0.476,3.81,2.16,-0.0282,0.1,0
P_000162,25.204862,74.768468,8328.26,13.33,112.03,0.0434,22.48,-4.5,415.8,334.2,19.0,157.3,28.0,575.3,7.1,4.4,9.7,5.3,7,0.435,867.2,0.675,7,0.077,675.6,0.574,5.54,12.55,0.0403,1.35,1
P_000163,10.182895,70.127462,1732.79,9.96,282.52,-0.0692,24.27,-6.11,959.0,653.4,47.7,378.0,23.6,95.4,19.2,7.0,31.4,24.4,6,1.143,812.1,0.451,2,0.203,377.7,0.412,9.55,1.95,0.0676,4.15,3
P_000164,36.470089,79.920234,6754.48,1.58,279.66,0.0135,18.57,-1.14,1131.9,719.6,128.9,8.1,531.9,491.2,14.9,8.5,21.3,12.8,6,0.46,2227.3,0.553,2,0.069,1444.0,0.173,1.78,1.2,-0.0133,-0.44,0
P_000165,36.663306,81.62426,2268.79,33.28,176.78,-0.1524,29.96,-2.31,3463.7,2690.8,21.1,98.3,482.5,128.1,20.2,8.1,32.2,24.2,2,0.636,1906.3,0.794,1,0.197,151.2,0.443,115.26,8.53,-0.0085,9.72,4
P_000166,13.828247,90.91215,6934.2,1.79,328.34,0.0455,49.28,-12.28,2568.5,2278.2,21.0,11.2,41.7,277.7,28.8,24.8,32.8,8.0,5,0.195,834.7,0.328,4,0.011,291.3,0.198,4.6,1.4,-0.0239,2.95,2
P_000167,23.576502,74.135611,7177.11,22.28,52.31,0.1523,16.87,-2.0,1203.2,740.1,46.9,16.6,355.1,175.7,13.4,2.5,24.4,21.8,1,0.253,924.1,0.749,4,0.156,694.7,0.336,26.81,18.08,0.1205,3.82,2
P_000168,21.227057,73.963255,6686.52,9.0,345.07,0.0865,47.04,-11.32,1306.8,1125.7,87.9,44.6,183.3,68.0,21.1,16.3,25.9,9.6,6,0.375,1059.4,0.558,1,0.579,3812.0,0.285,11.77,6.8,-0.0223,0.94,0
P_000169,27.692078,92.134548,4059.18,13.51,96.24,-0.1183,32.3,1.57,348.6,309.0,33.0,40.3,40.1,112.1,30.0,21.3,38.6,17.3,8,0.132,258.3,0.745,2,0.31,15.5,0.849,4.71,6.2,-0.1176,1.6,1
P_000170,14.563594,81.588814,3759.23,5.11,62.0,-0.0459,38.11,-10.19,294.6,188.8,40.1,93.0,244.5,456.0,13.8,8.0,19.6,11.6,5,0.215,478.1,0.612,5,0.056,1342.6,0.119,1.51,2.17,-0.0405,1.18,1
P_000171,14.561818,90.994166,7117.3,3.48,120.93,-0.0156,6.71,5.56,1740.4,1482.8,82.2,1.7,41.4,425.6,16.3,3.9,28.6,24.6,5,1.568,449.9,0.832,2,0.203,553.9,0.463,6.06,2.8,-0.0134,0.95,0
P_000172,8.468917,85.158396,112.0,0.02,221.8,0.1713,9.45,5.44,66.2,46.0,8.1,86.8,216.8,510.8,12.7,9.3,16.0,6.8,1,0.278,5831.8,0.567,3,0.2,666.4,0.072,0.0,0.0,-0.1141,1.99,1
P_000173,25.780537,83.399091,6042.87,15.22,317.28,-0.1258,29.3,-7.18,1360.5,1184.6,24.4,151.0,258.0,24.5,22.4,18.6,26.2,7.6,8,0.834,232.4,0.942,2,0.063,1619.1,1.233,20.7,10.39,0.0854,2.84,2
P_000174,14.278226,75.643616,1845.05,21.73,341.25,0.0548,35.84,3.12,588.6,428.3,3.9,3.2,237.8,230.8,21.6,13.5,29.6,16.2,2,0.323,1272.6,0.777,6,0.199,314.7,0.018,12.79,4.53,-0.0176,5.06,3
P_000175,34.371449,86.828039,722.92,2.18,56.04,-0.0961,31.52,6.51,3388.9,2238.4,18.5,27.5,88.9,984.5,22.3,12.4,32.1,19.8,3,0.015,132.7,0.839,5,0.077,517.6,0.567,7.39,0.18,-0.0797,2.99,2
P_000176,12.802982,73.918119,6135.16,37.34,142.06,-0.176,8.99,-3.71,412.1,276.1,66.6,0.8,155.0,631.5,13.0,4.5,21.5,17.1,5,0.532,1180.6,0.302,1,0.472,410.9,0.7,15.39,25.89,-0.1082,3.57,2
P_000177,16.536097,90.135934,6595.89,4.23,262.38,-0.0604,10.52,14.59,883.9,774.7,51.0,19.0,229.6,222.9,22.7,12.9,32.6,19.7,4,0.841,2561.4,0.437,1,0.104,151.9,1.048,3.74,3.15,0.0598,1.75,1
P_000178,21.25243,77.519897,1400.1,2.75,238.28,-0.0541,27.52,1.24,1493.3,922.1,41.1,8.8,468.2,950.6,25.9,14.2,37.7,23.5,7,0.882,1686.6,0.741,1,0.422,2566.2,0.689,4.11,0.44,0.046,0.91,0
P_000179,27.326372,84.898923,4317.36,3.1,322.1,-0.0345,37.5,-2.13,231.7,164.9,1.4,14.7,38.0,22.4,24.7,13.8,35.6,21.7,3,1.038,479.9,0.603,3,0.115,355.3,0.222,0.72,1.51,0.0212,2.89,2
P_000180,28.813397,85.72786,1579.66,7.08,168.42,-0.1243,46.22,-3.11,1724.2,1283.5,57.0,227.6,29.3,115.3,21.3,10.8,31.8,21.0,1,2.068,1213.6,0.619,7,0.048,818.1,0.03,12.2,1.26,-0.0249,4.39,3
P_000181,28.191641,69.531915,7229.57,26.14,85.35,-0.0215,29.83,-20.25,406.5,316.2,17.7,5.7,0.5,42.7,28.8,16.7,40.9,24.2,3,0.359,317.6,0.451,1,0.26,467.3,0.27,10.63,21.36,-0.0214,5.01,3
P_000182,34.646709,79.617266,1701.85,4.74,307.44,-0.1296,28.58,-11.69,716.8,490.0,143.4,215.5,17.5,290.8,11.8,5.1,18.4,13.2,7,0.375,813.6,0.552,1,0.582,736.9,0.755,3.39,0.91,0.1029,1.29,1
P_000183,17.863159,73.182478,5175.51,16.41,256.58,-0.0297,3.77,8.79,3814.1,2786.2,48.8,109.8,158.2,91.9,27.7,17.1,38.2,21.1,4,0.335,241.9,0.731,4,0.308,470.1,0.057,62.6,9.6,0.0289,6.03,4
P_000184,22.320168,93.345942,7850.75,0.17,319.07,0.1455,40.66,18.81,1851.9,1605.6,40.2,343.1,1111.8,49.6,30.5,23.0,38.0,15.0,3,0.475,115.2,0.768,6,0.154,999.6,0.806,0.31,0.15,-0.0953,1.5,1
P_000185,21.110964,91.706947,4722.36,6.2,236.86,0.046,2.83,17.25,223.4,153.2,16.6,111.9,3.7,563.7,13.0,7.4,18.6,11.2,4,0.122,4316.5,0.78,1,0.33,270.7,0.278,1.38,3.31,-0.0385,2.26,1
P_000186,29.186422,86.10573,2102.47,10.5,333.44,-0.0558,49.11,9.94,1479.8,915.6,1.8,18.4,260.3,81.2,20.3,16.9,23.8,6.9,8,0.211,4774.8,0.598,1,0.477,2022.1,0.228,15.53,2.49,0.025,2.13,1
P_000187,26.48184,89.443119,1601.93,47.92,229.95,-0.1284,42.35,-23.38,4000.0,3098.5,100.8,306.4,225.0,318.5,5.1,2.2,8.0,5.8,2,0.103,588.1,0.895,1,0.388,1758.4,0.279,191.66,8.68,0.0983,8.79,4
P_000188,26.592464,95.653594,7429.0,8.33,232.1,0.0239,49.07,-12.74,876.6,769.9,26.2,676.4,173.1,17.3,22.6,17.4,27.8,10.5,1,0.86,645.2,0.42,2,0.108,1122.2,0.259,7.3,6.99,-0.0188,3.53,2
P_000189,33.009031,73.250824,4815.41,45.1,225.14,0.0516,41.97,10.65,3469.4,2365.7,9.3,66.2,242.0,103.1,5.1,-0.8,11.1,11.9,8,0.594,1026.1,0.785,6,0.617,358.7,0.112,156.48,24.55,-0.0366,6.0,4
P_000190,30.453556,88.66476,5618.05,7.35,327.25,0.0141,4.56,-15.25,688.2,533.0,36.9,40.2,156.4,1275.7,11.2,2.1,20.2,18.1,1,0.034,1605.2,0.87,3,0.081,5308.9,1.389,5.06,4.66,-0.0076,3.38,2
P_000191,8.124171,93.677724,588.31,45.88,101.46,-0.0774,5.61,-2.24,1556.8,1375.1,47.2,125.8,287.1,122.0,6.4,3.8,8.9,5.0,3,0.138,128.7,0.656,2,0.234,52.6,0.252,71.42,3.05,-0.0759,7.55,4
P_000192,13.469369,84.287343,6129.97,11.39,156.33,0.109,10.97,-3.59,1590.1,1315.4,27.2,35.3,127.2,39.1,6.4,2.8,10.0,7.2,2,0.351,3782.8,0.436,3,0.289,205.7,0.002,18.12,7.89,0.0438,4.59,3
P_000193,22.764297,84.110041,7299.06,10.54,329.93,0.1056,7.42,3.98,2320.0,1861.9,9.3,21.0,522.1,13.1,18.9,13.2,24.5,11.3,5,0.915,893.8,0.7,2,0.028,315.4,0.024,24.44,8.69,-0.0529,4.17,3
P_000194,20.538084,91.995926,218.22,16.87,335.7,0.0774,48.76,-10.51,3933.0,2637.0,5.3,16.1,242.2,517.5,25.2,19.4,31.1,11.7,2,0.435,1322.1,0.363,1,0.338,206.3,0.687,66.37,0.42,-0.0318,7.59,4
P_000195,28.789641,84.854375,8482.56,0.33,265.91,-0.1225,47.94,-1.77,474.9,309.5,46.0,124.5,76.3,310.2,25.7,19.0,32.4,13.4,7,0.738,133.7,0.626,5,0.199,267.1,0.38,0.15,0.31,0.1222,1.56,1
P_000196,8.038676,77.391639,1945.98,53.22,261.81,-0.0995,17.48,0.37,288.1,219.2,90.2,95.7,200.9,311.5,32.8,21.0,44.6,23.6,4,0.182,1230.8,0.518,1,0.694,414.0,0.424,15.33,11.71,0.0984,5.48,3
P_000197,20.974015,87.114767,447.49,10.2,106.56,0.0228,9.13,-0.86,447.4,336.9,99.4,53.9,272.4,776.2,14.3,7.9,20.7,12.9,3,0.894,90.7,0.907,2,0.044,302.2,1.012,4.56,0.52,0.0219,2.09,1
P_000198,26.683001,68.589884,6411.54,0.54,359.06,-0.0387,12.87,7.13,576.4,407.5,23.3,38.3,194.1,71.8,30.4,19.8,41.0,21.2,3,0.958,567.8,0.684,6,0.303,175.2,0.661,0.31,0.39,0.0006,2.33,1
P_000199,20.509598,80.932993,2730.56,14.02,66.66,-0.1113,3.19,4.33,481.2,322.1,109.9,5.7,38.9,318.3,19.4,16.5,22.4,5.9,1,2.214,2150.8,0.944,3,0.277,242.1,0.019,6.75,4.33,-0.1022,4.31,3
P_000200,12.083544,94.601791,4065.11,1.21,345.5,0.0336,46.67,5.0,298.4,253.9,58.6,203.8,318.8,170.2,28.2,23.1,33.4,10.2,2,0.057,5469.1,0.507,2,0.124,2440.7,0.703,0.36,0.56,-0.0084,1.69,1
P_000201,19.239868,84.710653,7356.54,3.13,282.42,-0.0263,29.81,11.98,23.3,14.8,233.2,32.9,742.2,80.6,15.8,5.8,25.9,20.1,5,0.435,1509.6,0.672,3,0.122,637.2,0.014,0.07,2.6,0.0256,0.64,0
P_000202,20.440129,93.078916,6146.46,0.12,222.02,-0.0601,4.69,19.64,325.1,237.7,96.9,18.3,61.7,235.8,26.4,20.1,32.6,12.5,8,0.05,926.6,0.592,1,0.166,404.4,0.449,0.04,0.08,0.0402,1.88,1
P_000203,22.353612,95.426401,6614.54,19.67,16.69,-0.1614,46.39,24.29,357.0,243.1,26.5,27.9,27.7,779.1,21.7,10.6,32.9,22.2,7,0.166,1587.0,0.7,1,0.662,633.0,1.035,7.02,14.7,-0.0464,2.34,1
P_000204,24.893999,84.035282,7603.62,1.61,124.93,-0.1077,26.91,-5.58,1949.0,1403.1,10.5,142.3,19.1,289.3,6.9,0.9,13.0,12.1,5,0.406,1037.2,0.761,5,0.07,2710.9,0.374,3.13,1.38,-0.0883,2.25,1
P_000205,17.12598,81.975319,8570.73,16.73,55.35,0.0201,6.66,6.39,420.1,254.8,144.3,18.6,1.9,108.3,12.1,5.3,18.8,13.4,8,1.057,1220.9,0.844,6,0.037,639.5,0.338,7.03,16.2,0.0166,3.25,2
P_000206,14.624135,80.267419,4931.39,32.92,117.39,-0.1,6.68,16.78,139.7,101.6,0.9,3.4,131.9,141.6,30.4,21.8,38.9,17.0,3,0.262,1375.3,0.669,3,0.197,1393.6,0.299,4.6,18.35,-0.0888,5.28,3
